source_label,source_name,type,target_label,target_name
Technology,Knowledge graphs,LEADS_TO,Benefit,flexibility
Technology,Knowledge graphs,LEADS_TO,Benefit,Complex queries and analytics
Technology,Graph,LEADS_TO,Benefit,Complex queries and analytics
Technology,Knowledge Graphs,HAS_CHALLENGE,Challenge,Complexity of creating knowledge graphs from unstructured data
Technology,Large Language Models (LLMs),RELATED_TO,Technology,Knowledge Graph Creation
Concept,Unstructured Text,RELATED_TO,Technology,Knowledge Graph Creation
Process,Data Cleanse,PART_OF,Technology,Knowledge Graph Creation
Process,Data Query,PART_OF,Technology,Knowledge Graph Creation
Process,Data Transform,PART_OF,Technology,Knowledge Graph Creation
Process,Gather the Data,PART_OF,Technology,Knowledge Graph Creation
Process,Chunk the Data,PART_OF,Technology,Knowledge Graph Creation
Technology,Knowledge Graphs,LEADS_TO,Benefit,More Accurate Answers
Technology,Knowledge Graphs,LEADS_TO,Benefit,Greater Explainability
Technology,knowledge graphs,LEADS_TO,Benefit,more accurate answers
Technology,knowledge graphs,LEADS_TO,Benefit,greater explainability
Concept,Structured Data,RELATED_TO,Technology,Knowledge Graph
Concept,Module 2,RELATED_TO,Technology,Knowledge Graph
Process,Constructing knowledge graphs,PART_OF,Technology,Knowledge Graph
Process,Build,PART_OF,Technology,Knowledge Graph
Process,Information Extraction,PART_OF,Technology,Knowledge Graph
Resource,What Is a Knowledge Graph?,CITES,Technology,Knowledge Graph
Resource,Neo4j,CITES,Technology,Knowledge Graph
Resource,Shakespeare's Hamlet,CITES,Technology,Knowledge Graph
Resource,Knowledge Graph Tutorial,CITES,Technology,Knowledge Graph
Resource,Cypher tools,CITES,Technology,Knowledge Graph
Technology,Large Language Models (LLMs),LEADS_TO,Benefit,Automation of Knowledge Graph Creation
Technology,Knowledge Graph Creation,HAS_CHALLENGE,Challenge,Multiple data sources and formats
Process,Chunk the data,LEADS_TO,Benefit,effective processing by the LLM
Process,Vectorize the data,LEADS_TO,Benefit,support for querying and searching the data
Process,Pass the data to an LLM,LEADS_TO,Benefit,extracting entities and relationships
Concept,data,HAS_CHALLENGE,Challenge,multiple sources and different formats
Technology,LLM,RELATED_TO,Technology,Knowledge graph
Concept,Entity extraction,RELATED_TO,Technology,Knowledge graph
Concept,Relationships,RELATED_TO,Technology,Knowledge graph
Concept,Unstructured Data Structure,RELATED_TO,Technology,Knowledge graph
Concept,Document node,RELATED_TO,Technology,Knowledge graph
Concept,Chunks,RELATED_TO,Technology,Knowledge graph
Process,Generate the graph,PART_OF,Technology,Knowledge graph
Process,implement simple applications,LEADS_TO,Benefit,provide context to LLM queries
Technology,GraphRAG for Python,LEADS_TO,Benefit,Fast shipping of new features
Concept,Data sources,RELATED_TO,Technology,Graphs
Concept,Data sources,RELATED_TO,Technology,Relational database
Example,Rows in a table,USED_IN,Technology,Relational database
Example,Columns,USED_IN,Technology,Relational database
Example,Foreign keys,USED_IN,Technology,Relational database
Concept,Data sources,RELATED_TO,Technology,CSV
Technology,Structured data,LEADS_TO,Benefit,More straightforward knowledge graph construction
Technology,Structured data,LEADS_TO,Benefit,Easier mapping of nodes and relationships into a graph
Example,Retrievers,USED_IN,Technology,GraphRAG for Python
Example,GraphRAG pipelines,USED_IN,Technology,GraphRAG for Python
Process,Knowledge graph construction,PART_OF,Technology,GraphRAG for Python
Resource,GraphRAG for Python documentation,CITES,Technology,GraphRAG for Python
Technology,GraphRAG for Python,RELATED_TO,Technology,Neo4j Generative AI functions
Technology,CSV files,RELATED_TO,Technology,structured data sources
Technology,APIs,RELATED_TO,Technology,structured data sources
Technology,relational databases,RELATED_TO,Technology,structured data sources
Technology,GraphRAG for Python,LEADS_TO,Benefit,Long term commitment and maintenance
Process,Create the graph by transforming and importing data,LEADS_TO,Benefit,quick knowledge graph creation
Process,Create the graph by transforming and importing data,LEADS_TO,Benefit,queryable and expandable knowledge graph
Technology,GraphRAG for Python,LEADS_TO,Benefit,High performing patterns
Technology,neo4j-graphrag,RELATED_TO,Technology,Python
Technology,pip,RELATED_TO,Technology,Python
Concept,Programming,RELATED_TO,Technology,Python
Process,Software Development Life Cycle,PART_OF,Technology,Python
Resource,Python,CITES,Technology,Python
Resource,Using Neo4j with Python,CITES,Technology,Python
Resource,vector_cypher_rag.py,CITES,Technology,Python
Concept,retrievers,RELATED_TO,Technology,neo4j-graphrag
Technology,Python,RELATED_TO,Technology,neo4j-graphrag
Concept,GraphRAG techniques,RELATED_TO,Technology,neo4j-graphrag
Concept,multiple embedding models,RELATED_TO,Technology,neo4j-graphrag
Example,code examples and exercises,USED_IN,Technology,neo4j-graphrag
Process,create retrievers,PART_OF,Technology,neo4j-graphrag
Process,set up a development environment,PART_OF,Technology,neo4j-graphrag
Resource,get-started.adoc,CITES,Technology,neo4j-graphrag
Process,install packages,PART_OF,Technology,pip
Process,Install required packages,PART_OF,Technology,pip
Concept,virtual environment,RELATED_TO,Technology,venv
Process,set up a virtual environment,PART_OF,Technology,venv
Resource,venv,CITES,Technology,venv
Concept,virtual environment,RELATED_TO,Technology,virtualenv
Process,set up a virtual environment,PART_OF,Technology,virtualenv
Resource,virtualenv,CITES,Technology,virtualenv
Technology,venv,LEADS_TO,Benefit,keep dependencies separate from other projects
Technology,virtualenv,LEADS_TO,Benefit,keep dependencies separate from other projects
Process,set up a virtual environment,LEADS_TO,Benefit,keep dependencies separate from other projects
Process,Clone repository,PART_OF,Technology,Git
Technology,Cypher,RELATED_TO,Technology,Neo4j database
Technology,sandbox instance,RELATED_TO,Technology,Neo4j database
Technology,Neo4j Python driver,RELATED_TO,Technology,Neo4j database
Process,Connect to a Neo4j database,PART_OF,Technology,Neo4j database
Resource,genai-fundamentals/vector_retriever.py,CITES,Technology,Neo4j database
Technology,sandbox instance,RELATED_TO,Technology,Neo4j GenAI functions
Technology,Sandbox instance,RELATED_TO,Technology,Neo4j GenAI functions
Concept,.env.example file,RELATED_TO,Technology,Neo4j GenAI functions
Concept,OpenAI API key,RELATED_TO,Technology,Neo4j GenAI functions
Resource,Neo4j GenAI integration documentation,CITES,Technology,Neo4j GenAI functions
Technology,sandbox instance,LEADS_TO,Benefit,No need to create a Neo4j database
Process,Setup the environment,PART_OF,Technology,Sandbox instance
Process,Create a .env file,PART_OF,Technology,Sandbox instance
Technology,OpenAI API key,RELATED_TO,Technology,.env file
Technology,Neo4j sandbox,RELATED_TO,Technology,.env file
Process,Add OpenAI API key,PART_OF,Technology,.env file
Concept,Environment setup,RELATED_TO,Technology,Neo4j sandbox
Process,Update Neo4j sandbox connection details,PART_OF,Technology,Neo4j sandbox
Resource,genai-fundamentals/test_environment.py,CITES,Technology,Neo4j sandbox
Process,Run genai-fundamentals/test_environment.py,LEADS_TO,Benefit,Test your setup
Concept,Environment setup,HAS_CHALLENGE,Challenge,Tests fail
Process,Setting up your environment,LEADS_TO,Benefit,Ready to start this module
Concept,Context,RELATED_TO,Technology,Vector retriever
Concept,Data,RELATED_TO,Technology,Vector retriever
Resource,Next lesson,CITES,Technology,Vector retriever
Technology,Vector retriever,LEADS_TO,Benefit,Provide context to an LLM
Concept,Semantic similarity,RELATED_TO,Technology,Vector Retriever
Technology,Cypher,RELATED_TO,Technology,Vector Retriever
Technology,moviePlots vector index,RELATED_TO,Technology,Vector Retriever
Concept,Unstructured data,RELATED_TO,Technology,Vector Retriever
Concept,Retriever,RELATED_TO,Technology,Vector Retriever
Concept,Movie plot,RELATED_TO,Technology,Vector Retriever
Concept,Query,RELATED_TO,Technology,Vector Retriever
Concept,Results,RELATED_TO,Technology,Vector Retriever
Example,User query,USED_IN,Technology,Vector Retriever
Process,Search for similar movies using Cypher,PART_OF,Technology,Vector Retriever
Process,Search for similar movies based on a query,PART_OF,Technology,Vector Retriever
Resource,vector_retriever.py,CITES,Technology,Vector Retriever
Technology,Vector Retriever,LEADS_TO,Benefit,Retrieve relevant data
Concept,Vectors,RELATED_TO,Technology,Embedder
Concept,vector,RELATED_TO,Technology,Embedder
Concept,query,RELATED_TO,Technology,Embedder
Concept,User queries,RELATED_TO,Technology,Embedder
Concept,user's query,RELATED_TO,Technology,Embedder
Process,Create an embedder,PART_OF,Technology,Embedder
Resource,genai-fundamentals/vector_retriever.py,CITES,Technology,Embedder
Resource,vector_cypher_rag.py,CITES,Technology,Embedder
Resource,genai_fundamentals/text2cypher_rag.py,CITES,Technology,Embedder
Example,vector_retriever.py,USED_IN,Technology,Neo4j Python driver
Resource,Using Neo4j with Python,CITES,Technology,Neo4j Python driver
Technology,LLM,RELATED_TO,Technology,RAG Pipeline
Technology,Retrieval-Augmented Generation (RAG),RELATED_TO,Technology,RAG Pipeline
Technology,Retriever,RELATED_TO,Technology,RAG Pipeline
Concept,Additional context,RELATED_TO,Technology,RAG Pipeline
Resource,genai-fundamentals/vector_rag.py,CITES,Technology,RAG Pipeline
Technology,VectorCypherRetriever,RELATED_TO,Technology,Graph-Enhanced Vector Retriever
Concept,vector search,RELATED_TO,Technology,Graph-Enhanced Vector Retriever
Concept,graph traversal,RELATED_TO,Technology,Graph-Enhanced Vector Retriever
Concept,relationships in the graph,RELATED_TO,Technology,Graph-Enhanced Vector Retriever
Concept,vector search,RELATED_TO,Technology,VectorCypherRetriever
Concept,graph traversal,RELATED_TO,Technology,VectorCypherRetriever
Concept,Retrieval Query,RELATED_TO,Technology,VectorCypherRetriever
Example,genres,USED_IN,Technology,VectorCypherRetriever
Example,actors,USED_IN,Technology,VectorCypherRetriever
Process,Configure the Cypher retrieval query,PART_OF,Technology,VectorCypherRetriever
Process,graph traversal,PART_OF,Technology,VectorCypherRetriever
Resource,vector_cypher_rag.py,CITES,Technology,VectorCypherRetriever
Technology,RAG Pipeline,LEADS_TO,Benefit,More accurate and relevant responses
Technology,text-embedding-ada-002,LEADS_TO,Benefit,vector compatibility
Technology,neo4j-graphrag,LEADS_TO,Benefit,ability to create your own interface
Technology,LLM,RELATED_TO,Technology,vector retriever
Concept,context,RELATED_TO,Technology,vector retriever
Technology,Neo4j,RELATED_TO,Technology,vector retriever
Technology,GraphRAG pipeline,RELATED_TO,Technology,vector retriever
Technology,search method,RELATED_TO,Technology,vector retriever
Technology,neo4j-graphrag package,RELATED_TO,Technology,vector retriever
Concept,queries,RELATED_TO,Technology,vector retriever
Concept,retriever_result,RELATED_TO,Technology,vector retriever
Process,create the vector retriever,PART_OF,Technology,vector retriever
Process,experiment with different queries,PART_OF,Technology,vector retriever
Resource,vector_rag.py,CITES,Technology,vector retriever
Technology,Retriever,LEADS_TO,Benefit,specify returned properties from matching nodes
Technology,GraphRAG,RELATED_TO,Technology,retriever
Technology,Cypher,RELATED_TO,Technology,retriever
Concept,query,RELATED_TO,Technology,retriever
Concept,graph schema,RELATED_TO,Technology,retriever
Concept,user's query,RELATED_TO,Technology,retriever
Concept,number of results,RELATED_TO,Technology,retriever
Technology,search method,RELATED_TO,Technology,retriever
Technology,RAG pipeline,RELATED_TO,Technology,retriever
Concept,relevant context,RELATED_TO,Technology,retriever
Process,search,PART_OF,Technology,retriever
Process,read graph schema,PART_OF,Technology,retriever
Resource,text2cypher_rag.py,CITES,Technology,retriever
Technology,LLM,RELATED_TO,Technology,GraphRAG pipeline
Technology,vector retriever,RELATED_TO,Technology,GraphRAG pipeline
Concept,transparency,RELATED_TO,Technology,GraphRAG pipeline
Example,Find the highest rated action movie about travelling to other planets,USED_IN,Technology,GraphRAG pipeline
Process,create the GraphRAG pipeline,PART_OF,Technology,GraphRAG pipeline
Process,submit a query,PART_OF,Technology,GraphRAG pipeline
Process,parse the results,PART_OF,Technology,GraphRAG pipeline
Process,return context after the response,PART_OF,Technology,GraphRAG pipeline
Process,perform a vector search for movie plots,PART_OF,Technology,GraphRAG pipeline
Process,run the retrieval query,PART_OF,Technology,GraphRAG pipeline
Resource,genai_fundamentals/text2cypher_rag.py,CITES,Technology,GraphRAG pipeline
Concept,vector,RELATED_TO,Technology,embedder
Technology,GraphRAG,RELATED_TO,Technology,embedder
Concept,query,RELATED_TO,Technology,embedder
Technology,retriever,RELATED_TO,Technology,embedder
Resource,vector_cypher_rag.py,CITES,Technology,embedder
Concept,query,RELATED_TO,Technology,search method
Concept,items,RELATED_TO,Technology,search method
Example,search for similar movies,USED_IN,Technology,search method
Example,return_context=True,USED_IN,Technology,search method
Process,add the return_context=True parameter to the search method,PART_OF,Technology,search method
Resource,vector_rag.py,CITES,Technology,search method
Process,Search for similar movies based on a query,LEADS_TO,Benefit,See movie titles and plots in the results
Concept,similarity score,RELATED_TO,Technology,movie similarity search program
Concept,query,RELATED_TO,Technology,movie similarity search program
Concept,movie titles,RELATED_TO,Technology,movie similarity search program
Concept,plots,RELATED_TO,Technology,movie similarity search program
Example,Toy Story,USED_IN,Technology,movie similarity search program
Example,Pinocchio,USED_IN,Technology,movie similarity search program
Process,search for similar movies based on a query,PART_OF,Technology,movie similarity search program
Technology,VectorCypherRetriever,LEADS_TO,Benefit,finding relevant data
Technology,neo4j_graphrag package,RELATED_TO,Technology,OpenAILLM
Technology,gpt-4o,RELATED_TO,Technology,OpenAILLM
Process,modifying the temperature,PART_OF,Technology,OpenAILLM
Example,Jumanji,USED_IN,Technology,board game
Process,finishing the game,PART_OF,Technology,board game
Technology,board game,HAS_CHALLENGE,Challenge,host of dangers
Process,finishing the game,LEADS_TO,Benefit,stopping the dangers
Example,"Secret Adventures of Tom Thumb, The",USED_IN,Technology,stop motion animation techniques
Technology,VectorCypherRetriever,LEADS_TO,Benefit,finding related nodes or entities
Resource,neo4j-graphrag package documentation,CITES,Technology,neo4j-graphrag package
Technology,LLM,RELATED_TO,Technology,RAG pipeline
Technology,vector retriever,RELATED_TO,Technology,RAG pipeline
Technology,retriever,RELATED_TO,Technology,RAG pipeline
Concept,retrieved data,RELATED_TO,Technology,RAG pipeline
Technology,GraphRAG class,RELATED_TO,Technology,RAG pipeline
Technology,RAG pipeline,LEADS_TO,Benefit,answer questions
Process,experiment with different queries,LEADS_TO,Benefit,find different movies
Technology,LLM,RELATED_TO,Technology,gpt-4o
Concept,temperature,RELATED_TO,Technology,gpt-4o
Concept,randomness of the generated response,RELATED_TO,Technology,gpt-4o
Concept,model_params,RELATED_TO,Technology,gpt-4o
Technology,gpt-4o,RELATED_TO,Technology,OpenAI model
Concept,model parameter,RELATED_TO,Technology,OpenAI model
Resource,OpenAI model,CITES,Technology,OpenAI model
Technology,GraphRAG,RELATED_TO,Technology,llm
Resource,vector_cypher_rag.py,CITES,Technology,llm
Technology,neo4j-graphrag package,RELATED_TO,Technology,LLM models
Technology,neo4j-graphrag package,LEADS_TO,Benefit,Ability to create your own interface
Process,Converting natural language queries into Cypher queries,LEADS_TO,Benefit,Execution of Cypher queries against the graph
Technology,Text to Cypher retriever,LEADS_TO,Benefit,Execution of Cypher queries against the graph
Concept,User query,RELATED_TO,Technology,Text to Cypher retriever
Concept,Graph schema,RELATED_TO,Technology,Text to Cypher retriever
Concept,Graph,RELATED_TO,Technology,Text to Cypher retriever
Concept,Natural language queries,RELATED_TO,Technology,Text to Cypher retriever
Concept,Cypher queries,RELATED_TO,Technology,Text to Cypher retriever
Concept,Natural language input,RELATED_TO,Technology,Text to Cypher retriever
Example,Movie recommendations based on rating,USED_IN,Technology,Text to Cypher retriever
Example,What year was the movie Babe released?,USED_IN,Technology,Text to Cypher retriever
Example,Examples,USED_IN,Technology,Text to Cypher retriever
Process,Converting natural language queries into Cypher queries,PART_OF,Technology,Text to Cypher retriever
Process,Generating Cypher queries,PART_OF,Technology,Text to Cypher retriever
Process,Adapting examples and schema,PART_OF,Technology,Text to Cypher retriever
Resource,genai_fundamentals/text2cypher_rag.py,CITES,Technology,Text to Cypher retriever
Concept,Retrieval Query,RELATED_TO,Technology,Cypher Query
Technology,Text to Cypher retriever,LEADS_TO,Benefit,Context generation
Process,Search,LEADS_TO,Benefit,generated response
Process,pass the retrieved data to the LLM,LEADS_TO,Benefit,generated response
Technology,retriever_config,RELATED_TO,Technology,vector_rag
Example,search for similar movies based on a plot,USED_IN,Technology,vector_rag
Process,return context,PART_OF,Technology,vector_rag
Technology,vector retriever,LEADS_TO,Benefit,understanding how the LLM generated the response
Process,experiment with different queries,LEADS_TO,Benefit,understanding how the LLM generated the response
Process,return context,LEADS_TO,Benefit,understanding how the LLM generated the response
Process,add the return_context=True parameter to the search method,LEADS_TO,Benefit,understanding how the LLM generated the response
Process,graph traversal,LEADS_TO,Benefit,finding related nodes
Process,graph traversal,LEADS_TO,Benefit,sorting results by user rating
Technology,LLM,HAS_CHALLENGE,Challenge,inconsistent responses
Concept,relationships,RELATED_TO,Technology,advanced retriever
Process,return context after the response,LEADS_TO,Benefit,understanding how the LLM arrived at its response
Process,return context after the response,LEADS_TO,Benefit,debugging purposes
Technology,Vector Retriever,RELATED_TO,Technology,Text to Cypher Retriever
Technology,Full Text Retriever,RELATED_TO,Technology,Text to Cypher Retriever
Example,Movie recommendations based on rating,USED_IN,Technology,Text to Cypher Retriever
Example,The age of an actor,USED_IN,Technology,Text to Cypher Retriever
Example,Who acted in a movie,USED_IN,Technology,Text to Cypher Retriever
Process,Performing more complex queries,PART_OF,Technology,Text to Cypher Retriever
Process,run the retrieval query,LEADS_TO,Benefit,"retrieval of related actors, genres, and user ratings"
Concept,Keyword matching,RELATED_TO,Technology,Full Text Retriever
Technology,LLM,HAS_CHALLENGE,Challenge,unpredictable responses
Technology,actors,RELATED_TO,Technology,movies
Technology,genres,RELATED_TO,Technology,movies
Concept,traveling to other planets,RELATED_TO,Technology,movies
Example,Aliens,USED_IN,Technology,movies
Example,Find a comedy movie about vampires,USED_IN,Technology,movies
Example,Who acts in drama movies about romance and love?,USED_IN,Technology,movies
Example,What genres are represented about movies where the hero fails his mission?,USED_IN,Technology,genres
Process,Performing more complex queries,LEADS_TO,Benefit,Answering more specific questions
Technology,Retriever,LEADS_TO,Benefit,Finding relevant data
Technology,Vector Retriever,LEADS_TO,Benefit,Finding relevant data
Technology,Text to Cypher retriever,LEADS_TO,Benefit,Finding relevant data
Technology,Full Text Retriever,LEADS_TO,Benefit,Finding relevant data
Concept,context,RELATED_TO,Technology,retrieval query
Concept,movies,RELATED_TO,Technology,retrieval query
Concept,directors,RELATED_TO,Technology,retrieval query
Concept,DIRECTED pattern `(node)<-[:DIRECTED]-(director)`,RELATED_TO,Technology,retrieval query
Example,Who has directed movies about weddings?,USED_IN,Technology,retrieval query
Process,modifying the retrieval query to include directors,PART_OF,Technology,retrieval query
Technology,retrieval query,HAS_CHALLENGE,Challenge,Include the directors of the movies in the context
Process,modifying the temperature of the LLM,LEADS_TO,Benefit,predictable responses
Technology,Retriever,RELATED_TO,Technology,Graph traversal
Concept,Embedding model,RELATED_TO,Technology,GenAI Frameworks
Example,Retrieval-augmented generation (RAG),USED_IN,Technology,GenAI Frameworks
Example,Agentic workflows,USED_IN,Technology,GenAI Frameworks
Example,Knowledge graph construction,USED_IN,Technology,GenAI Frameworks
Process,"LLM usage, prompt and output management",PART_OF,Technology,GenAI Frameworks
Resource,tour_sessions,CITES,Technology,memory.graph.execute_write
Technology,GenAI Frameworks,RELATED_TO,Technology,Large language models (LLMs)
Concept,graph schema,RELATED_TO,Technology,TextToCypherRetriever
Concept,Cypher queries,RELATED_TO,Technology,TextToCypherRetriever
Technology,database,RELATED_TO,Technology,TextToCypherRetriever
Concept,examples,RELATED_TO,Technology,TextToCypherRetriever
Concept,custom schema,RELATED_TO,Technology,TextToCypherRetriever
Concept,schema,RELATED_TO,Technology,TextToCypherRetriever
Example,Get user ratings for a movie?,USED_IN,Technology,TextToCypherRetriever
Example,MATCH ()-[r:RATED]->(m:Movie) WHERE m.title = 'Movie Title' RETURN r.rating,USED_IN,Technology,TextToCypherRetriever
Example,What is the highest rating for Goodfellas?,USED_IN,Technology,TextToCypherRetriever
Example,What is the average user rating for the movie Toy Story?,USED_IN,Technology,TextToCypherRetriever
Example,What user gives the lowest ratings?,USED_IN,Technology,TextToCypherRetriever
Process,set temperature to 0,PART_OF,Technology,TextToCypherRetriever
Process,Create a list of the example queries,PART_OF,Technology,TextToCypherRetriever
Process,Update TextToCypherRetriever to include the examples,PART_OF,Technology,TextToCypherRetriever
Process,specifying multiple examples,PART_OF,Technology,TextToCypherRetriever
Process,Experiment,PART_OF,Technology,TextToCypherRetriever
Resource,text2cypher_rag.py,CITES,Technology,TextToCypherRetriever
Resource,text2cypher_rag_examples.py,CITES,Technology,TextToCypherRetriever
Resource,text2cypher_rag_schema.py,CITES,Technology,TextToCypherRetriever
Technology,LangChain,RELATED_TO,Technology,GenAI frameworks
Process,"LLM usage, prompt and output management",PART_OF,Technology,GenAI frameworks
Process,Embedding model integration,PART_OF,Technology,GenAI frameworks
Process,Vector and database integration,PART_OF,Technology,GenAI frameworks
Process,RAG workflows,PART_OF,Technology,GenAI frameworks
Process,Agentic workflows and orchestration,PART_OF,Technology,GenAI frameworks
Process,"Monitoring, observability, and deployment tools",PART_OF,Technology,GenAI frameworks
Technology,TextToCypherRetriever,RELATED_TO,Technology,graph
Concept,entity,RELATED_TO,Technology,graph
Concept,audit trail,RELATED_TO,Technology,graph
Process,MERGE,PART_OF,Technology,graph
Process,set temperature to 0,LEADS_TO,Benefit,deterministic and precise output
Concept,Entity extraction,RELATED_TO,Technology,Extraction
Concept,Knowledge Graph,RELATED_TO,Technology,Extraction
Concept,Information Extraction,RELATED_TO,Technology,Extraction
Concept,Extractor,RELATED_TO,Technology,Extraction
Resource,Embedding,CITES,Technology,Extraction
Resource,POLE+O entity model,CITES,Technology,Extraction
Resource,KG Builder Documentation,CITES,Technology,Extraction
Resource,Guidelines for response,CITES,Technology,Extraction
Concept,graph schema,RELATED_TO,Technology,database
Technology,retriever,RELATED_TO,Technology,database
Technology,Langchain4j,RELATED_TO,Technology,LangChain
Concept,GenAI frameworks,RELATED_TO,Technology,LangChain
Resource,LangChain (Python),CITES,Technology,LangChain
Resource,LangChain website,CITES,Technology,LangChain
Process,Submitting a query,PART_OF,Technology,Generated Cypher query
Process,Reviewing results,PART_OF,Technology,Generated Cypher query
Process,Validating generated Cypher queries,PART_OF,Technology,Generated Cypher query
Process,Handling exceptions,PART_OF,Technology,Generated Cypher query
Technology,Generated Cypher query,HAS_CHALLENGE,Challenge,Generated Cypher query may not return results
Technology,Generated Cypher query,HAS_CHALLENGE,Challenge,Generated Cypher query may be syntactically incorrect
Technology,LlamaIndex,LEADS_TO,Benefit,RAG and knowledge graph use cases
Process,connecting LLMs to external data,LEADS_TO,Benefit,RAG and knowledge graph use cases
Process,providing example queries,LEADS_TO,Benefit,improved accuracy
Technology,Python,RELATED_TO,Technology,Text2Cypher RAG
Concept,movie ratings,RELATED_TO,Technology,Text2Cypher RAG
Example,What is the highest rating for Goodfellas?,USED_IN,Technology,Text2Cypher RAG
Example,What is the average user rating?,USED_IN,Technology,Text2Cypher RAG
Process,Run the program and experiment with queries,PART_OF,Technology,Text2Cypher RAG
Resource,text2cypher_rag_examples.py,CITES,Technology,Text2Cypher RAG
Concept,Entity and Relationship Extraction,RELATED_TO,Technology,Knowledge Graph Extraction
Technology,LangChain,LEADS_TO,Benefit,building LLM-powered applications
Concept,GenAI workflows,RELATED_TO,Technology,LangChainJS
Concept,browser environments,RELATED_TO,Technology,LangChainJS
Resource,LangChainJS website,CITES,Technology,LangChainJS
Process,specifying multiple examples,LEADS_TO,Benefit,more accurate Cypher query generation
Process,Limiting schema scope,PART_OF,Technology,Graph schema
Process,Creating a textual representation of the graph schema,PART_OF,Technology,Graph schema
Resource,text2cypher_rag_schema.py,CITES,Technology,Graph schema
Technology,LangChainJS,RELATED_TO,Technology,Node.js
Process,Limiting schema scope,LEADS_TO,Benefit,Improved accuracy of generated Cypher queries
Technology,Cypher queries,HAS_CHALLENGE,Challenge,Graph contains many nodes and relationships
Technology,LangChainJS,LEADS_TO,Benefit,GenAI workflows in Node.js and browser environments
Concept,knowledge graph,RELATED_TO,Technology,LlamaIndex
Concept,RAG,RELATED_TO,Technology,LlamaIndex
Concept,external data,RELATED_TO,Technology,LlamaIndex
Concept,GenAI frameworks,RELATED_TO,Technology,LlamaIndex
Process,connecting LLMs to external data,PART_OF,Technology,LlamaIndex
Resource,LlamaIndex website,CITES,Technology,LlamaIndex
Process,Adapting examples and schema,LEADS_TO,Benefit,Improved accuracy of generated queries
Concept,Cypher queries,RELATED_TO,Technology,text to Cypher retriever
Concept,natural language input,RELATED_TO,Technology,text to Cypher retriever
Concept,GenAI frameworks,RELATED_TO,Technology,Spring AI
Resource,Spring AI,CITES,Technology,Spring AI
Concept,LLM,RELATED_TO,Technology,Langchain4j
Concept,RAG,RELATED_TO,Technology,Langchain4j
Resource,Langchain4j,CITES,Technology,Langchain4j
Concept,search systems,RELATED_TO,Technology,Haystack
Concept,question-answering systems,RELATED_TO,Technology,Haystack
Concept,graph-based retrieval,RELATED_TO,Technology,Haystack
Resource,Haystack,CITES,Technology,Haystack
Concept,AI workflows,RELATED_TO,Technology,Semantic Kernel
Concept,LLM pipelines,RELATED_TO,Technology,DSPy
Concept,GenAI application development,RELATED_TO,Technology,Neo4j GenAI Frameworks
Process,programming and optimizing LLM pipelines,PART_OF,Technology,Neo4j GenAI Frameworks
Process,building complex workflows,PART_OF,Technology,Neo4j GenAI Frameworks
Resource,Neo4j GenAI Frameworks documentation,CITES,Technology,Neo4j GenAI Frameworks
Technology,Neo4j GenAI Frameworks,RELATED_TO,Technology,Neo4j connectors
Technology,Neo4j GenAI Frameworks,RELATED_TO,Technology,AI components
Technology,Neo4j GenAI Frameworks,LEADS_TO,Benefit,support for GenAI application development
Process,building complex workflows,LEADS_TO,Benefit,integration of Neo4j with LLMs and AI components
Concept,Concept,RELATED_TO,Technology,Technology
Example,Example,USED_IN,Technology,Technology
Process,Process,PART_OF,Technology,Technology
Resource,Resource,CITES,Technology,Technology
Concept,Latitude and Longitude,RELATED_TO,Technology,GeoPoint
Concept,Entity extraction,RELATED_TO,Technology,Input
Example,JSON output format,USED_IN,Technology,Input
Concept,Entity Extraction,RELATED_TO,Technology,Knowledge Graph Extraction Tool
Concept,Knowledge Graph,RELATED_TO,Technology,Deriving
Resource,Example Article,CITES,Technology,Deriving
Concept,Concept,HAS_CHALLENGE,Challenge,Challenge
Technology,Technology,HAS_CHALLENGE,Challenge,Challenge
Resource,HAS_PREFERENCE,CITES,Technology,Tour
Resource,GitHub Codespace,CITES,Technology,Code
Concept,entity,RELATED_TO,Technology,Entity model
Concept,connect(),RELATED_TO,Technology,Notebook
Resource,Codespace,CITES,Technology,Notebook
Concept,Knowledge Graph,RELATED_TO,Technology,Entity Extraction
Resource,Neo4j,CITES,Technology,MemoryClient
Resource,SYSTEM_PROMPT,CITES,Technology,System prompt
Concept,Entities and Relationships,RELATED_TO,Technology,Knowledge Graph Extraction System
Concept,Entity and Relationship Extraction,RELATED_TO,Technology,Knowledge Graph Extraction System
Concept,Knowledge Graph,RELATED_TO,Technology,Graph Databases
Resource,Neo4j Documentation,CITES,Technology,Graph Databases
Process,Named Entity Recognition,LEADS_TO,Benefit,Extraction results
Resource,GitHub Repository,CITES,Technology,Neo4j Graph
Resource,recall_preferences,CITES,Technology,knowledge-graph tools
Resource,save_preference,CITES,Technology,knowledge-graph tools
Resource,search_messages,CITES,Technology,knowledge-graph tools
Resource,search_entities,CITES,Technology,knowledge-graph tools
Concept,EXTRACTED_CONCEPT,RELATED_TO,Technology,EXTRACTED_TECHNOLOGY
Resource,Workshop text,CITES,Technology,Agent Memory System
Process,Seeding,PART_OF,Technology,memory system
Process,Migration,PART_OF,Technology,memory system
Process,Ingestion,PART_OF,Technology,memory system
Resource,add_messages_batch,CITES,Technology,memory system
Technology,Context,RELATED_TO,Technology,add_message
Concept,entities,RELATED_TO,Technology,extractor
Resource,session details,CITES,Technology,extractor
